Buchungstag,Valuta,Belegnummer,Buchungstext,Gegenkonto,Betrag (EUR),Währung,Kunde/Lieferant,IBAN,Verwendungszweck
2024-12-05,2024-12-05,BNR-104316,Finanzamt Zahlung,17000,-761.31,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2024-12
2024-05-24,2024-05-24,BNR-104317,Reisekosten,67600,-1174.72,EUR,Tom Berger,DE12500105170648489890,Reisekosten Tom Berger 2024-05
2024-03-22,2024-03-22,BNR-104318,Miete,69000,-1295.49,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-03
2025-04-22,2025-04-22,BNR-104319,Reisekosten,67600,-3129.57,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2025-04
2024-06-11,2024-06-11,BNR-104320,Finanzamt Zahlung,17000,-1868.67,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2024-06
2025-01-27,2025-01-27,BNR-104321,Finanzamt Zahlung,17000,-2063.72,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2025-01
2024-12-05,2024-12-05,BNR-104322,Strom,16000,-676.74,EUR,Stromio Business,DE89370400440532013000,Strom Stromio Business 2024-12
2024-04-18,2024-04-18,BNR-104323,Finanzamt Zahlung,17000,-923.34,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2024-04
2024-06-17,2024-06-17,BNR-104324,Reisekosten,67600,-3172.88,EUR,Lisa Schmidt,DE62500105170648482300,Reisekosten Lisa Schmidt 2024-06
2024-11-05,2024-11-05,BNR-104325,Zahlungseingang,10000,5599.66,EUR,ACME GmbH,DE12345678901234567890,Zahlungseingang ACME GmbH 2024-11
2024-04-28,2024-04-28,BNR-104326,Finanzamt Zahlung,17000,-997.42,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2024-04
2024-03-03,2024-03-03,BNR-104327,Finanzamt Zahlung,17000,-521.92,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Zahlung Finanzamt München 2024-03
2024-03-30,2024-03-30,BNR-104328,Finanzamt Erstattung,17000,1345.24,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2024-03
2024-03-05,2024-03-05,BNR-104329,Softwarelizenz,48000,-979.15,EUR,Adobe,DE12345678901234567890,Softwarelizenz Adobe 2024-03
2024-10-28,2024-10-28,BNR-104330,Gehalt,60000,-2996.78,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2024-10
2024-12-06,2024-12-06,BNR-104331,Finanzamt Erstattung,17000,1199.13,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Erstattung Finanzamt München 2024-12
2024-02-29,2024-02-29,BNR-104332,Gehalt,60000,-1229.75,EUR,Lisa Schmidt,DE75512108001245126199,Gehalt Lisa Schmidt 2024-02
2025-01-23,2025-01-23,BNR-104333,Miete,69000,-1832.36,EUR,Cowork Space Berlin,DE75512108001245126199,Miete Cowork Space Berlin 2025-01
2024-10-17,2024-10-17,BNR-104334,Strom,16000,-322.49,EUR,Adobe,DE75512108001245126199,Strom Adobe 2024-10
2024-01-05,2024-01-05,BNR-104335,Finanzamt Zahlung,17000,-608.52,EUR,Finanzamt Berlin,DE89370400440532013000,Finanzamt Zahlung Finanzamt Berlin 2024-01
2024-10-19,2024-10-19,BNR-104336,Miete,69000,-910.2,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2024-10
2024-12-16,2024-12-16,BNR-104337,Gehalt,60000,-2039.32,EUR,Tom Berger,DE12500105170648489890,Gehalt Tom Berger 2024-12
2025-04-29,2025-04-29,BNR-104338,Reisekosten,67600,-1212.23,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2025-04
2024-02-17,2024-02-17,BNR-104339,Finanzamt Erstattung,17000,1775.76,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2024-02
2024-08-03,2024-08-03,BNR-104340,Finanzamt Erstattung,17000,1264.67,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Erstattung Finanzamt München 2024-08
2025-02-23,2025-02-23,BNR-104341,Softwarelizenz,48000,-836.93,EUR,SAP,DE44500105175407324931,Softwarelizenz SAP 2025-02
2025-02-22,2025-02-22,BNR-104342,Finanzamt Erstattung,17000,1728.25,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Erstattung Finanzamt München 2025-02
2024-10-03,2024-10-03,BNR-104343,Softwarelizenz,48000,-917.91,EUR,SAP,DE75512108001245126199,Softwarelizenz SAP 2024-10
2024-08-11,2024-08-11,BNR-104344,Zahlungseingang,10000,3717.86,EUR,Meyer & Co KG,DE16530601800000001900,Zahlungseingang Meyer & Co KG 2024-08
2025-03-28,2025-03-28,BNR-104345,Finanzamt Erstattung,17000,817.96,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-01-01,2024-01-01,BNR-104346,Strom,16000,-113.29,EUR,SAP,DE12500105170648489890,Strom SAP 2024-01
2024-11-28,2024-11-28,BNR-104347,Zahlungseingang,10000,6374.81,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-11
2024-07-31,2024-07-31,BNR-104348,Softwarelizenz,48000,-533.26,EUR,SAP,DE89370400440532013000,Softwarelizenz SAP 2024-07
2024-09-08,2024-09-08,BNR-104349,Reisekosten,67600,-1715.74,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2024-09
2024-06-24,2024-06-24,BNR-104350,Reisekosten,67600,-3274.01,EUR,Tom Berger,DE44500105175407324931,Reisekosten Tom Berger 2024-06
2024-06-11,2024-06-11,BNR-104351,Miete,69000,-897.99,EUR,Cowork Space Berlin,DE89370400440532013000,Miete Cowork Space Berlin 2024-06
2024-02-29,2024-02-29,BNR-104352,Finanzamt Zahlung,17000,-1598.92,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Zahlung Finanzamt Berlin 2024-02
2025-03-31,2025-03-31,BNR-104353,Reisekosten,67600,-2772.04,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2025-03
2024-07-24,2024-07-24,BNR-104354,Finanzamt Zahlung,17000,-1676.62,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2024-07
2024-11-09,2024-11-09,BNR-104355,Gehalt,60000,-3249.73,EUR,Tom Berger,DE12500105170648489890,Gehalt Tom Berger 2024-11
2024-03-26,2024-03-26,BNR-104356,Gehalt,60000,-3206.62,EUR,Anna Weber,DE62500105170648482300,Gehalt Anna Weber 2024-03
2024-10-14,2024-10-14,BNR-104357,Softwarelizenz,48000,-514.39,EUR,Microsoft,DE12345678901234567890,Softwarelizenz Microsoft 2024-10
2024-05-02,2024-05-02,BNR-104358,Gehalt,60000,-1367.24,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2024-05
2024-04-03,2024-04-03,BNR-104359,Softwarelizenz,48000,-754.36,EUR,SAP,DE12500105170648489890,Softwarelizenz SAP 2024-04
2024-07-31,2024-07-31,BNR-104360,Finanzamt Erstattung,17000,1608.06,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Erstattung Finanzamt Berlin 2024-07
2025-02-21,2025-02-21,BNR-104361,Zahlungseingang,10000,7020.33,EUR,Meyer & Co KG,DE62500105170648482300,Zahlungseingang Meyer & Co KG 2025-02
2025-04-22,2025-04-22,BNR-104362,Finanzamt Erstattung,17000,344.41,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Erstattung Finanzamt Köln 2025-04
2024-09-10,2024-09-10,BNR-104363,Gehalt,60000,-3957.79,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2024-09
2024-11-22,2024-11-22,BNR-104364,Softwarelizenz,48000,-890.37,EUR,Stromio Business,DE12500105170648489890,Softwarelizenz Stromio Business 2024-11
2024-05-18,2024-05-18,BNR-104365,Zahlungseingang,10000,7213.88,EUR,ACME GmbH,DE89370400440532013000,Zahlungseingang ACME GmbH 2024-05
2025-03-28,2025-03-28,BNR-104366,Finanzamt Erstattung,17000,192.09,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2025-03
2025-04-29,2025-04-29,BNR-104367,Reisekosten,67600,-1445.19,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2025-04
2024-10-12,2024-10-12,BNR-104368,Gehalt,60000,-3309.56,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2024-10
2025-02-26,2025-02-26,BNR-104369,Finanzamt Zahlung,17000,-1385.58,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Zahlung Finanzamt München 2025-02
2025-01-04,2025-01-04,BNR-104370,Reisekosten,67600,-2673.65,EUR,Lisa Schmidt,DE16530601800000001900,Reisekosten Lisa Schmidt 2025-01
2024-09-18,2024-09-18,BNR-104371,Reisekosten,67600,-2113.32,EUR,Lisa Schmidt,DE12500105170648489890,Reisekosten Lisa Schmidt 2024-09
2024-05-14,2024-05-14,BNR-104372,Zahlungseingang,10000,3883.2,EUR,Meyer & Co KG,DE76543210987654321000,Zahlungseingang Meyer & Co KG 2024-05
2025-04-09,2025-04-09,BNR-104373,Finanzamt Zahlung,17000,-2288.35,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Zahlung Finanzamt München 2025-04
2024-11-29,2024-11-29,BNR-104374,Finanzamt Erstattung,17000,463.88,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Erstattung Finanzamt Köln 2024-11
2025-02-10,2025-02-10,BNR-104375,Zahlungseingang,10000,7052.6,EUR,Industriepartner AG,DE12500105170648489890,Zahlungseingang Industriepartner AG 2025-02
2024-03-11,2024-03-11,BNR-104376,Miete,69000,-1793.29,EUR,Cowork Space Berlin,DE89370400440532013000,Miete Cowork Space Berlin 2024-03
2024-12-04,2024-12-04,BNR-104377,Softwarelizenz,48000,-608.15,EUR,SAP,DE16530601800000001900,Softwarelizenz SAP 2024-12
2024-02-22,2024-02-22,BNR-104378,Zahlungseingang,10000,7368.36,EUR,Industriepartner AG,DE62500105170648482300,Zahlungseingang Industriepartner AG 2024-02
2025-02-21,2025-02-21,BNR-104379,Zahlungseingang,10000,1042.66,EUR,ACME GmbH,DE76543210987654321000,Zahlungseingang ACME GmbH 2025-02
2024-01-29,2024-01-29,BNR-104380,Gehalt,60000,-2116.41,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2024-01
2024-11-20,2024-11-20,BNR-104381,Softwarelizenz,48000,-779.94,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2024-11
2024-04-22,2024-04-22,BNR-104382,Miete,69000,-1210.53,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-04
2024-03-02,2024-03-02,BNR-104383,Miete,69000,-890.18,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2024-03
2024-05-05,2024-05-05,BNR-104384,Zahlungseingang,10000,5310.66,EUR,Industriepartner AG,DE44500105175407324931,Zahlungseingang Industriepartner AG 2024-05
2025-04-01,2025-04-01,BNR-104385,Zahlungseingang,10000,4295.16,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2025-04
2024-11-20,2024-11-20,BNR-104386,Finanzamt Erstattung,17000,1828.61,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Erstattung Finanzamt Köln 2024-11
2025-04-09,2025-04-09,BNR-104387,Finanzamt Erstattung,17000,262.71,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2025-04
2025-03-03,2025-03-03,BNR-104388,Reisekosten,67600,-3109.73,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2025-03
2024-06-04,2024-06-04,BNR-104389,Miete,69000,-1211.28,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-06
2024-12-26,2024-12-26,BNR-104390,Reisekosten,67600,-853.12,EUR,Lisa Schmidt,DE12500105170648489890,Reisekosten Lisa Schmidt 2024-12
2024-05-05,2024-05-05,BNR-104391,Finanzamt Zahlung,17000,-892.11,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2024-05
2024-08-18,2024-08-18,BNR-104392,Zahlungseingang,10000,6209.18,EUR,ACME GmbH,DE75512108001245126199,Zahlungseingang ACME GmbH 2024-08
2024-05-17,2024-05-17,BNR-104393,Reisekosten,67600,-2246.52,EUR,Tom Berger,DE16530601800000001900,Reisekosten Tom Berger 2024-05
2024-01-21,2024-01-21,BNR-104394,Finanzamt Zahlung,17000,-2944.0,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2024-01
2024-05-27,2024-05-27,BNR-104395,Finanzamt Erstattung,17000,1397.77,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-05
2024-11-29,2024-11-29,BNR-104396,Zahlungseingang,10000,4645.89,EUR,Kundenwelt GmbH,DE62500105170648482300,Zahlungseingang Kundenwelt GmbH 2024-11
2024-11-21,2024-11-21,BNR-104397,Reisekosten,67600,-2599.45,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2024-11
2024-11-08,2024-11-08,BNR-104398,Zahlungseingang,10000,3280.23,EUR,Industriepartner AG,DE12345678901234567890,Zahlungseingang Industriepartner AG 2024-11
2024-10-29,2024-10-29,BNR-104399,Softwarelizenz,48000,-281.27,EUR,AWS,DE75512108001245126199,Softwarelizenz AWS 2024-10
2024-08-13,2024-08-13,BNR-104400,Finanzamt Erstattung,17000,1829.52,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2024-08
2025-01-17,2025-01-17,BNR-104401,Gehalt,60000,-1784.36,EUR,Tom Berger,DE16530601800000001900,Gehalt Tom Berger 2025-01
2025-04-09,2025-04-09,BNR-104402,Softwarelizenz,48000,-162.29,EUR,Microsoft,DE16530601800000001900,Softwarelizenz Microsoft 2025-04
2024-10-21,2024-10-21,BNR-104403,Reisekosten,67600,-1221.47,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2024-10
2024-05-24,2024-05-24,BNR-104404,Finanzamt Zahlung,17000,-1873.63,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Zahlung Finanzamt München 2024-05
2024-05-25,2024-05-25,BNR-104405,Strom,16000,-908.64,EUR,Microsoft,DE62500105170648482300,Strom Microsoft 2024-05
2024-03-13,2024-03-13,BNR-104406,Finanzamt Zahlung,17000,-1948.52,EUR,Finanzamt Berlin,DE62500105170648482300,Finanzamt Zahlung Finanzamt Berlin 2024-03
2024-06-13,2024-06-13,BNR-104407,Reisekosten,67600,-3418.89,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2024-06
2024-11-05,2024-11-05,BNR-104408,Finanzamt Erstattung,17000,330.12,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-11
2025-03-24,2025-03-24,BNR-104409,Gehalt,60000,-1802.95,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2025-03
2025-03-25,2025-03-25,BNR-104410,Strom,16000,-370.9,EUR,Microsoft,DE16530601800000001900,Strom Microsoft 2025-03
2024-12-10,2024-12-10,BNR-104411,Reisekosten,67600,-3491.13,EUR,Tom Berger,DE16530601800000001900,Reisekosten Tom Berger 2024-12
2024-09-25,2024-09-25,BNR-104412,Gehalt,60000,-3068.12,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2024-09
2025-02-25,2025-02-25,BNR-104413,Finanzamt Zahlung,17000,-907.15,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2025-02
2024-09-13,2024-09-13,BNR-104414,Finanzamt Erstattung,17000,1371.61,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2024-09
2025-03-23,2025-03-23,BNR-104415,Strom,16000,-515.63,EUR,Stromio Business,DE16530601800000001900,Strom Stromio Business 2025-03
2024-10-01,2024-10-01,BNR-104416,Finanzamt Erstattung,17000,1942.85,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Erstattung Finanzamt Berlin 2024-10
2024-05-02,2024-05-02,BNR-104417,Gehalt,60000,-1240.17,EUR,Lisa Schmidt,DE76543210987654321000,Gehalt Lisa Schmidt 2024-05
2024-09-22,2024-09-22,BNR-104418,Zahlungseingang,10000,2487.28,EUR,Kundenwelt GmbH,DE12500105170648489890,Zahlungseingang Kundenwelt GmbH 2024-09
2024-11-10,2024-11-10,BNR-104419,Gehalt,60000,-3577.8,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2024-11
2024-10-03,2024-10-03,BNR-104420,Finanzamt Zahlung,17000,-2739.1,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2024-10
2024-10-18,2024-10-18,BNR-104421,Finanzamt Erstattung,17000,655.21,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Erstattung Finanzamt München 2024-10
2024-07-23,2024-07-23,BNR-104422,Gehalt,60000,-3593.63,EUR,Anna Weber,DE62500105170648482300,Gehalt Anna Weber 2024-07
2024-07-06,2024-07-06,BNR-104423,Reisekosten,67600,-591.91,EUR,Anna Weber,DE75512108001245126199,Reisekosten Anna Weber 2024-07
2025-02-28,2025-02-28,BNR-104424,Strom,16000,-615.93,EUR,Microsoft,DE16530601800000001900,Strom Microsoft 2025-02
2024-08-10,2024-08-10,BNR-104425,Reisekosten,67600,-796.59,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-08
2024-05-30,2024-05-30,BNR-104426,Strom,16000,-939.58,EUR,Adobe,DE12345678901234567890,Strom Adobe 2024-05
2024-02-16,2024-02-16,BNR-104427,Strom,16000,-290.69,EUR,Stromio Business,DE16530601800000001900,Strom Stromio Business 2024-02
2024-11-19,2024-11-19,BNR-104428,Miete,69000,-998.2,EUR,Büropark Mitte GmbH,DE62500105170648482300,Miete Büropark Mitte GmbH 2024-11
2024-04-28,2024-04-28,BNR-104429,Softwarelizenz,48000,-716.26,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2024-04
2025-03-09,2025-03-09,BNR-104430,Reisekosten,67600,-2500.14,EUR,Anna Weber,DE76543210987654321000,Reisekosten Anna Weber 2025-03
2024-08-31,2024-08-31,BNR-104431,Softwarelizenz,48000,-612.66,EUR,Microsoft,DE62500105170648482300,Softwarelizenz Microsoft 2024-08
2024-05-14,2024-05-14,BNR-104432,Zahlungseingang,10000,3811.96,EUR,Industriepartner AG,DE76543210987654321000,Zahlungseingang Industriepartner AG 2024-05
2024-08-17,2024-08-17,BNR-104433,Miete,69000,-1080.34,EUR,Büropark Mitte GmbH,DE62500105170648482300,Miete Büropark Mitte GmbH 2024-08
2025-03-06,2025-03-06,BNR-104434,Finanzamt Erstattung,17000,1147.25,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2025-03
2025-02-24,2025-02-24,BNR-104435,Strom,16000,-872.22,EUR,AWS,DE75512108001245126199,Strom AWS 2025-02
2024-10-18,2024-10-18,BNR-104436,Finanzamt Zahlung,17000,-1984.49,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Zahlung Finanzamt Berlin 2024-10
2024-11-23,2024-11-23,BNR-104437,Gehalt,60000,-1572.32,EUR,Lisa Schmidt,DE44500105175407324931,Gehalt Lisa Schmidt 2024-11
2024-12-18,2024-12-18,BNR-104438,Gehalt,60000,-3452.17,EUR,Tom Berger,DE44500105175407324931,Gehalt Tom Berger 2024-12
2024-12-27,2024-12-27,BNR-104439,Softwarelizenz,48000,-205.16,EUR,Microsoft,DE75512108001245126199,Softwarelizenz Microsoft 2024-12
2024-05-31,2024-05-31,BNR-104440,Reisekosten,67600,-2743.75,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-05
2025-01-14,2025-01-14,BNR-104441,Gehalt,60000,-3521.23,EUR,Lisa Schmidt,DE76543210987654321000,Gehalt Lisa Schmidt 2025-01
2024-09-11,2024-09-11,BNR-104442,Softwarelizenz,48000,-365.93,EUR,Adobe,DE12345678901234567890,Softwarelizenz Adobe 2024-09
2024-09-30,2024-09-30,BNR-104443,Strom,16000,-157.34,EUR,AWS,DE16530601800000001900,Strom AWS 2024-09
2025-05-05,2025-05-05,BNR-104444,Gehalt,60000,-3197.23,EUR,Tom Berger,DE44500105175407324931,Gehalt Tom Berger 2025-05
2024-08-06,2024-08-06,BNR-104445,Zahlungseingang,10000,6325.17,EUR,Kundenwelt GmbH,DE44500105175407324931,Zahlungseingang Kundenwelt GmbH 2024-08
2024-01-18,2024-01-18,BNR-104446,Reisekosten,67600,-2506.99,EUR,Anna Weber,DE75512108001245126199,Reisekosten Anna Weber 2024-01
2024-04-22,2024-04-22,BNR-104447,Finanzamt Zahlung,17000,-1344.03,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Zahlung Finanzamt Köln 2024-04
2024-01-24,2024-01-24,BNR-104448,Gehalt,60000,-2991.57,EUR,Anna Weber,DE12345678901234567890,Gehalt Anna Weber 2024-01
2024-10-11,2024-10-11,BNR-104449,Softwarelizenz,48000,-472.21,EUR,Adobe,DE89370400440532013000,Softwarelizenz Adobe 2024-10
2024-04-17,2024-04-17,BNR-104450,Strom,16000,-440.34,EUR,SAP,DE75512108001245126199,Strom SAP 2024-04
2024-04-03,2024-04-03,BNR-104451,Zahlungseingang,10000,7235.97,EUR,ACME GmbH,DE12345678901234567890,Zahlungseingang ACME GmbH 2024-04
2025-04-10,2025-04-10,BNR-104452,Miete,69000,-1622.99,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2025-04
2024-06-10,2024-06-10,BNR-104453,Strom,16000,-377.27,EUR,AWS,DE12345678901234567890,Strom AWS 2024-06
2024-07-24,2024-07-24,BNR-104454,Finanzamt Erstattung,17000,359.78,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-07
2024-07-30,2024-07-30,BNR-104455,Finanzamt Erstattung,17000,1191.93,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Erstattung Finanzamt München 2024-07
2025-04-11,2025-04-11,BNR-104456,Reisekosten,67600,-1582.23,EUR,Lisa Schmidt,DE12345678901234567890,Reisekosten Lisa Schmidt 2025-04
2024-03-26,2024-03-26,BNR-104457,Softwarelizenz,48000,-302.95,EUR,SAP,DE76543210987654321000,Softwarelizenz SAP 2024-03
2024-05-19,2024-05-19,BNR-104458,Finanzamt Erstattung,17000,149.09,EUR,Finanzamt Berlin,DE44500105175407324931,Finanzamt Erstattung Finanzamt Berlin 2024-05
2025-01-01,2025-01-01,BNR-104459,Reisekosten,67600,-3811.64,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2025-01
2025-03-14,2025-03-14,BNR-104460,Finanzamt Zahlung,17000,-1819.09,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2025-03
2025-02-06,2025-02-06,BNR-104461,Finanzamt Zahlung,17000,-2721.18,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2025-02
2024-08-15,2024-08-15,BNR-104462,Softwarelizenz,48000,-963.3,EUR,AWS,DE16530601800000001900,Softwarelizenz AWS 2024-08
2025-01-06,2025-01-06,BNR-104463,Gehalt,60000,-1464.53,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2025-01
2024-02-27,2024-02-27,BNR-104464,Gehalt,60000,-2581.7,EUR,Tom Berger,DE12500105170648489890,Gehalt Tom Berger 2024-02
2025-02-03,2025-02-03,BNR-104465,Gehalt,60000,-2433.38,EUR,Lisa Schmidt,DE62500105170648482300,Gehalt Lisa Schmidt 2025-02
2025-03-13,2025-03-13,BNR-104466,Miete,69000,-1797.55,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2025-03
2024-05-03,2024-05-03,BNR-104467,Strom,16000,-120.57,EUR,Adobe,DE12500105170648489890,Strom Adobe 2024-05
2024-01-04,2024-01-04,BNR-104468,Reisekosten,67600,-2213.25,EUR,Tom Berger,DE44500105175407324931,Reisekosten Tom Berger 2024-01
2024-05-19,2024-05-19,BNR-104469,Miete,69000,-1775.27,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-05
2024-01-13,2024-01-13,BNR-104470,Finanzamt Zahlung,17000,-1367.49,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Zahlung Finanzamt München 2024-01
2024-01-04,2024-01-04,BNR-104471,Zahlungseingang,10000,7952.41,EUR,ACME GmbH,DE76543210987654321000,Zahlungseingang ACME GmbH 2024-01
2024-01-25,2024-01-25,BNR-104472,Reisekosten,67600,-884.0,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2024-01
2024-05-08,2024-05-08,BNR-104473,Finanzamt Zahlung,17000,-2187.29,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-05
2024-03-25,2024-03-25,BNR-104474,Softwarelizenz,48000,-886.44,EUR,Adobe,DE16530601800000001900,Softwarelizenz Adobe 2024-03
2025-01-25,2025-01-25,BNR-104475,Finanzamt Zahlung,17000,-2812.03,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2025-01
